"","PID","Predicted2018"
"153","0902416018",9140313.95956739
"154","0902416018",9140313.95956739
"155","0203651006",836874.240682049
"156","0801437012",3531424.15992307
"157","0801437012",3531424.15992307
"158","0801437012",3531424.15992307
"159","0201487012",1260068.86429896
"160","2203754002",2243863.78283505
"161","2203754002",2243863.78283505
"162","2201024002",608707.201490357
"163","2007665044",2635132.88727465
"164","0400194002",2478413.70507885
"165","0502566004",2897179.17259925
"166","0502566002",48632301.8102259
"167","2000197002",534858.536588819
"168","0401037602",136968378.629162
"169","1000620002",1179101.0894062
"170","1702675002",934687.41341503
"171","0502394012",2302009.29790391
"172","0502313002",3198106.61337674
"173","1002037002",1286940.18288311
"174","0801226002",1839732.21285278
"175","0603164002",1185134.79754335
"176","0303478004",28528260.1291889
"177","2205550724",1469844.96831077
"178","2205550724",1469844.96831077
"179","2102180230",3621831.51568734
"180","2100818002",5019816.2290996
"181","0203778020",3316229.10066429
"182","1102640049",1364353.40029929
"183","2102700002",768174.324431694
"184","0701395002",1082745.46134431
"185","1900237002",1292701.68627361
"186","0201755002",727810.383476157
"187","1901852002",7568915.00930673
"188","0402006018",4507697.30227749
"189","1901133004",832696.290869223
"190","2005639002",523547.637588199
"191","0306879002",3227842.19502399
"192","2101912028",3147077.92885196
"193","1902803024",4842943.00490248
"194","1803370002",3746690.17474351
"195","1401217002",431195.661387803
"196","1401217002",431195.661387803
"197","1401217002",431195.661387803
"198","1904768004",567200.75399018
"199","1904768004",567200.75399018
"200","1904768004",567200.75399018
"201","1100106002",898667.053797961
"202","2004793002",879789.693221647
"203","1102411002",1143969.34492202
"204","0701320002",1846015.95354819
"205","0400492002",1773788.08568207
"206","0302258002",4823336.39793541
"207","0203785002",1207617.74164411
"208","1301552002",938714.927466514
"209","0400140002",1724975.01133529
"210","1903805002",634516.901015565
"211","1903805002",634516.901015565
"212","1903805002",634516.901015565
"213","1903805002",634516.901015565
"214","1903805002",634516.901015565
"215","1903805002",634516.901015565
"216","1902803012",1933877.53605229
"217","0201318002",1143156.22884361
"218","0703324002",990788.099889284
"219","1001667002",930895.081155936
"220","2009353022",810172.314671837
"221","0502394010",2632011.07002793
"222","0303615002",3554787.61525706
"223","0801225003",1950859.18475041
"224","2004747002",894233.516288522
"225","0401645058",13389289.5734032
"226","0401645058",13389289.5734032
"227","1604351004",704085.448875921
"228","0602117002",884491.562862801
"229","0203778002",3124980.69060967
"230","0304316010",1440273.19905052
"231","1902803002",1768067.18411394
"232","1302048012",1033644.1315225
"233","2005603002",870272.394872473
"234","0400072002",1976789.33162446
"235","0200873002",1247351.07119063
"236","0502818002",6151262.55420037
"237","0301978002",3606891.91966047
"238","0801269002",1855600.53143949
"239","0401611002",17845867.9433787
"240","0401611002",17845867.9433787
"241","1502787002",655846.401879873
"242","0401723002",10197189.771254
"243","2205550012",1261590.87647259
"244","2205550012",1261590.87647259
"245","0502706002",3718635.012086
"246","0203785008",1244973.25976699
"247","0203517545",1849823.3709358
"248","1601556002",1068013.54158969
"249","1102715002",1066513.95336362
"250","1102715002",1066513.95336362
"251","1102715002",1066513.95336362
"252","1102715002",1066513.95336362
"253","1102715002",1066513.95336362
"254","1102715002",1066513.95336362
"255","1102715002",1066513.95336362
"256","1102715002",1066513.95336362
"257","1102715002",1066513.95336362
"258","1102715002",1066513.95336362
"259","0101609002",3025217.12557415
"260","1302078002",987832.663785626
"261","0400192002",2319087.38212983
"262","0703323002",909310.957256945
"263","1001666002",454902.376785502
"264","0400052002",2291890.88638087
"265","2004802002",624905.299005328
"266","0602244002",1357047.55197149
"267","2205550716",1460926.5669477
"268","0502919002",4354500.7011615
"269","0501824002",2592099.11240351
"270","1602305002",691006.236557446
"271","0101344002",631474.062860939
"272","0200874002",1100430.32660155
"273","0502817002",5168435.62654603
"274","2203932002",658971.570221907
"275","1100108002",863927.256161779
"276","1102905002",1082038.03044895
"277","0800650002",846896.664917704
"278","1601905002",764689.127713662
"279","0502707002",4976875.26293835
"280","0400494002",1739092.80504683
"281","0203786002",1296470.76438497
"282","2205421002",1201771.89416839
"283","1904545002",829572.414888686
"284","0400142002",1576985.8688139
"285","0105773002",820903.508749609
"286","2100607002",1342890.32680488
"287","0303614010",2506254.53301039
"288","1805295002",647472.332240327
"289","0801222002",1842130.50930016
"290","1301637002",983590.461878173
"291","0602243002",1116274.37123826
"292","1601799002",754158.200990348
"293","0502918002",4149172.3361254
"294","0501823004",6624370.20785025
"295","1502562002",939120.042430613
"296","1900973002",1054963.45429683
"297","1301658002",937865.259180679
"298","0203510186",33144454.4207368
"299","0306526002",2526187.89879719
"300","0601344002",869870.653610772
"301","0101339002",749389.282716749
"302","1703611002",632289.140368058
"303","0400074002",2644346.43889233
"304","2203932006",930249.806294447
"305","1001639002",1043712.97154315
"306","0502532012",11049273.8127211
"307","0504290002",7825012.52008798
"308","0105574002",639204.433081285
"309","0200796002",1385794.26335622
"310","0302366004",1196032.75438454
"311","2004567002",543536.943656962
"312","2004568002",861384.827169631
"313","0400050002",2638262.58809023
"314","0801222010",1953369.71173742
"315","0603162002",1527222.21252549
"316","0303477002",5095934.63630291
"317","0401645002",12595319.1146084
"318","0401645002",12595319.1146084
"319","0401645002",12595319.1146084
"320","0200527002",2353240.44516061
"321","0602242002",1486402.48905232
"322","1600421002",826655.725087768
"323","2205550708",1479029.5938349
"324","0304333002",7870910.79081736
"325","0203814012",3175329.70799165
"326","0604252002",1152939.81910513
"327","0604479002",1087937.01043278
"328","1902125010",918827.132068186
"329","2100033012",16451486.2852987
"330","2006104002",751045.263115708
"331","2101912002",3273403.13007836
"332","1302825002",766594.972432353
"333","0305344119",8246734.76245526
"334","0305344119",8246734.76245526
"335","0305344119",8246734.76245526
"336","0305344119",8246734.76245526
"337","0305344119",8246734.76245526
"338","0305344119",8246734.76245526
"339","0305344119",8246734.76245526
"340","0305344119",8246734.76245526
"341","0305344119",8246734.76245526
"342","0305344119",8246734.76245526
"343","0305344119",8246734.76245526
"344","0305344119",8246734.76245526
"345","0305344119",8246734.76245526
"346","0305344119",8246734.76245526
"347","0305344119",8246734.76245526
"348","0502815002",6256572.66471377
"349","0601476002",804273.067732164
"350","0400008002",2895985.26580763
"351","0502533003",3997646.44070095
"352","1805436002",593902.860431488
"353","0700917002",946596.944031901
"354","1001278002",913847.100144463
"355","0502709002",7081390.13427968
"356","0603985002",1281930.74581458
"357","1901050002",1073341.40433206
"358","0200801002",891888.733612373
"359","1301555002",1187090.44399303
"360","1102783002",1532280.57131426
"361","0504162002",10746039.2797701
"362","0504162002",10746039.2797701
"363","0101716004",642972.365862675
"364","1808839002",451913.488117822
"365","2100139024",5570333.65838709
"366","0603706002",1128068.21809937
"367","1600371002",684322.023190206
"368","0402360002",2664489.6072964
"369","1103537008",672218.307059362
"370","0201092002",1155070.73867364
"371","1902172002",1110089.85780279
"372","0503709006",2673048.33459722
"373","1703683002",748271.849047802
"374","0600359002",662100.258254596
"375","0703397002",853518.726045714
"376","0400757002",2798137.17273356
"377","0701888002",818537.458716855
"378","2010343045",2077629.28724087
"379","2101776194",3635668.50756597
"380","2101776194",3635668.50756597
"381","1900067002",1115070.28090706
"382","0400167002",1837161.57340751
"383","0400167002",1837161.57340751
"384","0400238002",2104896.72131723
"385","0701400002",1033738.52492201
"386","1302822002",955654.91444124
"387","1901754002",966464.424494794
"388","0402421002",5031100.68449553
"389","1002251002",896165.413952117
"390","0400945062",2733486.5541335
"391","0400945062",2733486.5541335
"392","0302025002",2015911.46003032
"393","1700037002",560195.802521701
"394","1901422002",1242061.20433608
"395","2101537002",3674234.03686756
"396","1901958002",2500160.10526971
"397","1901958002",2500160.10526971
"398","0300118002",2522241.09793232
"399","0203715002",1761226.34629586
"400","0301381004",3272064.27806046
"401","0301381004",3272064.27806046
"402","0301381004",3272064.27806046
"403","0301381004",3272064.27806046
"404","0301381004",3272064.27806046
"405","0301381004",3272064.27806046
"406","0301381004",3272064.27806046
"407","0301381004",3272064.27806046
"408","2101137014",1307036.98573954
"409","2101137014",1307036.98573954
"410","0502171002",3031750.60213385
"411","0501627002",2246632.7289212
"412","0701184002",880562.849173518
"413","2205550268",1295814.65648893
"414","2205550268",1295814.65648893
"415","2205550268",1295814.65648893
"416","2205550268",1295814.65648893
"417","2205550268",1295814.65648893
"418","2205550268",1295814.65648893
"419","1902014014",2851936.45717268
"420","1902014014",2851936.45717268
"421","0203628016",2549687.29776617
"422","1903888050",1454859.90867913
"423","1002028002",643064.704935069
"424","0700200008",979167.227779484
"425","2101867002",977372.313373089
"426","2203866002",1173241.03360646
"427","0300094002",2013861.98090404
"428","0301329002",1238742.8339969
"429","1102427002",1076065.06762896
"430","2102367002",1313906.10774043
"431","0504213002",12861612.8233141
"432","0202080002",1266293.82582317
"433","1900954002",2266747.00781258
"434","1900954002",2266747.00781258
"435","1900260012",1206245.28623171
"436","1302084002",1824224.55948358
"437","1902017002",953187.900422318
"438","2203299002",785982.076576285
"439","1102453002",1637218.80488131
"440","0502194002",4884700.05257538
"441","1301894002",963731.127797992
"442","2102776002",1372863.00609579
"443","1501091002",349781.934544549
"444","1102515002",1905369.90211091
"445","1605347002",1035689.26888422
"446","2201632012",1108179.61117235
"447","0200676002",752329.394592488
"448","0200520002",1184588.47134585
"449","0200531002",1011590.17562214
"450","1901254014",1970150.84569066
"451","1901031014",1479437.83114146
"452","1901031014",1479437.83114146
"453","2205168002",1016554.50119956
"454","2205168002",1016554.50119956
"455","1903773002",792107.309608583
"456","1900848002",1407865.80505698
"457","0701204002",990329.846676694
"458","0701001002",2155839.99838118
"459","0102604002",582751.621711155
"460","1301830002",829927.990617939
"461","0306902002",3688616.87673193
"462","0203807002",2096678.94357017
"463","0302148002",2239581.36070276
"464","0306955002",4422413.02280664
"465","1904686012",1061877.88993647
"466","1704794002",854258.238059534
"467","1904635002",1023979.63766629
"468","1701064002",699388.923425798
"469","1500392002",502001.631690304
"470","0302497002",1779400.76352021
"471","0302497002",1779400.76352021
"472","0701513012",3290225.82841599
"473","1900619002",994608.66215651
"474","0801508012",9014223.48864784
"475","0801508012",9014223.48864784
"476","0801508012",9014223.48864784
"477","1603004002",544515.662772435
"478","0502439004",1141628.54426062
"479","0200090002",919293.791715663
"480","0203517501",4751690.6063665
"481","2102180204",3242299.50631761
"482","0502916012",4450014.56630396
"483","1702456002",973044.623840799
"484","0604250012",1208997.43613655
"485","0604478002",917698.395039385
"486","0402006002",3564236.1008016
"487","1900972002",1094954.75838082
"488","2102314002",5795986.79322541
"489","0306524002",2658978.9993314
"490","0900598002",2849320.11198407
"491","0504165002",9479246.20736189
"492","0504165002",9479246.20736189
"493","0400076002",2466200.41298085
"494","1900087002",878498.513269429
"495","0401615002",19229738.1288271
"496","1810032002",579263.836496526
"497","2011354050",2259297.43105088
"498","0504290048",8152041.99972193
"499","0602582002",986183.3945223
"500","0502710002",5852804.60238244
"501","0501798002",2125452.06561048
"502","1900229002",1645209.80650959
"503","2102154012",1652609.20335574
"504","1904547002",854278.946803969
"505","0504165044",10470328.0779913
"506","1808842002",894405.19024344
"507","1102278002",746114.328896633
"508","1901680002",1170342.56485024
"509","0303475014",7203943.62909408
"510","2205550700",1260255.96553157
"511","0604250018",1194153.63888271
"512","0301411002",1546438.20296859
"513","1100256002",1043413.30608554
"514","0900597002",3923317.8027688
"515","0603987002",1569104.46820079
"516","0603987002",1569104.46820079
"517","0603987002",1569104.46820079
"518","0400010002",2555473.5279057
"519","1900088002",1510119.29510942
"520","0502925002",8119338.37862383
"521","1810260002",938197.760779565
"522","0303579002",2873697.40372052
"523","2004979002",630072.446745309
"524","0200599002",2359578.62682354
"525","1301563002",2148763.22986648
"526","0105402302",7675181.70972871
"527","1203425018",549740.013497344
"528","0601369002",782553.667498569
"529","0400187002",2415026.04078502
"530","0400047002",2398970.49017178
"531","1900078002",1562194.89363996
"532","0501357002",6219152.17295238
"533","0401707001",11516943.7439254
"534","0303475004",4953157.18002151
"535","0200552014",1191514.66813296
"536","0402005196",6113658.2527902
"537","0402005196",6113658.2527902
"538","2102313002",6218062.53905809
"539","0103121002",491425.506050739
"540","0900596002",3463829.60809278
"541","1602922002",706998.276298055
"542","0306400010",10904769.89896
"543","0306400010",10904769.89896
"544","1703627002",441533.66330441
"545","0400011002",2296987.30138352
"546","0601944002",1074014.81390909
"547","2011354074",2215461.85017634
"548","1203199002",909254.038035418
"549","0502712002",5323455.41861837
"550","1806875002",466646.463222723
"551","1600412002",851603.193818383
"552","0604228002",847910.307833956
"553","0400499002",3835725.33648437
"554","0302370044",4834223.18322777
"555","0302370044",4834223.18322777
"556","1203427002",641632.65375438
"557","0600727002",880688.557333521
"558","0306397004",9962160.36147088
"559","0306397004",9962160.36147088
"560","2100772002",2647979.971999
"561","1700406002",1173018.71273454
"562","1700406002",1173018.71273454
"563","1700406002",1173018.71273454
"564","1700406002",1173018.71273454
"565","1700406002",1173018.71273454
"566","1700406002",1173018.71273454
"567","1600418002",941748.865226372
"568","1600418002",941748.865226372
"569","1600418002",941748.865226372
"570","1600418002",941748.865226372
"571","1600418002",941748.865226372
"572","1807893034",2193323.10583432
"573","0502437002",7308452.84776464
"574","0501356002",6762723.55913488
"575","2102345002",6734463.67901738
"576","0601123002",1133875.23650874
"577","0701586002",1048588.76701493
"578","0200552008",1067983.69134365
"579","2205550692",1293139.51042902
"580","0203809002",1951539.29078195
"581","0501820004",2507015.71712074
"582","0604248002",1077428.11862945
"583","0402005154",6944012.1836168
"584","2010347002",6526493.69490109
"585","2102180090",3563383.69251042
"586","2102180090",3563383.69251042
"587","0103120002",541528.434791648
"588","0900595002",2856329.9494805
"589","2100772018",2760784.31464713
"590","2100772018",2760784.31464713
"591","2100778002",2611781.39618845
"592","0306396020",2912974.2686498
"593","0306396020",2912974.2686498
"594","2100778016",1183669.56461398
"595","0400012002",2403705.18466445
"596","0502927002",8189526.5062049
"597","0303580002",2434179.9678468
"598","0303580002",2434179.9678468
"599","0602430002",1588212.71166139
"600","2205550020",1251318.5932219
"601","2205550020",1251318.5932219
"602","0502713002",4999228.34439853
"603","1600623012",708610.091132742
"604","0400500002",3393273.05112414
"605","0601371002",1101947.28254239
"606","2100778022",2411337.4310011
"607","2100778034",3051619.956231
"608","0400045002",2446757.36606432
"609","0501355002",4850419.8333663
"610","1903615002",820914.849903265
"611","0200552002",1097750.9067173
"612","0602235002",904298.889381012
"613","2005038002",552046.344068511
"614","0402849002",2810928.22292613
"615","0102950002",763965.229513988
"616","0402005084",11420553.0155494
"617","0304314015",2869146.07090404
"618","2102180086",550277.261660866
"619","0600685021",2820822.84585864
"620","0600685021",2820822.84585864
"621","0600685021",2820822.84585864
"622","1604347002",716152.279355517
"623","1604347002",716152.279355517
"624","1604347002",716152.279355517
"625","1604347002",716152.279355517
"626","1604347002",716152.279355517
"627","1604347002",716152.279355517
"628","0702528002",1115546.14978602
"629","0702528002",1115546.14978602
"630","0702528002",1115546.14978602
"631","0702528002",1115546.14978602
"632","0702528002",1115546.14978602
"633","0702528002",1115546.14978602
"634","1703547002",2826844.05056939
"635","1502573002",941338.194731097
"636","0601372012",1909394.42157428
"637","0601372012",1909394.42157428
"638","0601372012",1909394.42157428
"639","1001225006",1046079.82735697
"640","1001225006",1046079.82735697
"641","1001225006",1046079.82735697
"642","0502810002",6153348.00924522
"643","0601926012",4254742.06799192
"644","1602317008",791813.870139298
"645","0102932002",1375140.19651833
"646","0203675002",1955653.08679299
"647","0502714002",4782922.31740185
"648","0603989002",1083678.64227203
"649","0400501002",2918428.89581484
"650","0900501012",3291077.1207742
"651","2100151002",1681170.09097585
"652","0603728002",1305595.00883946
"653","1103223002",897758.449647484
"654","1001733002",1206871.00989265
"655","0701035002",1198346.22392767
"656","0303089002",1846139.39820355
"657","0303089002",1846139.39820355
"658","2101689028",2046208.08595136
"659","2101689028",2046208.08595136
"660","2203937002",1440790.30295937
"661","2203937002",1440790.30295937
"662","0305873002",1857234.62645416
"663","0400787002",3124761.61922699
"664","0305982002",1229318.46988407
"665","0402520002",3028910.28642505
"666","1900667002",988698.274093145
"667","1604232012",913135.444787977
"668","2102100002",1674484.67653104
"669","2101776034",3654228.21411452
"670","2101776034",3654228.21411452
"671","0402648002",2237293.35664488
"672","0200430002",2194954.39838164
"673","0400897002",3887157.03614222
"674","0400167008",1788953.59108723
"675","0400167008",1788953.59108723
"676","0703963002",951831.535682097
"677","0701504002",1410319.51309161
"678","1900647002",1143909.5388931
"679","0400860002",2249141.86284562
"680","0305814002",1990688.47763359
"681","0500254010",1614226.47145151
"682","1001334002",1219468.61804333
"683","0400979002",1883871.38472724
"684","1102396002",925330.357109456
"685","0200572002",1437656.00409358
"686","0701111002",1388417.790062
"687","2100873072",1103011.82927939
"688","2100873072",1103011.82927939
"689","0503561002",2965754.87989243
"690","0402476002",2823338.78413967
"691","1301505002",756492.065137855
"692","1600285002",632581.545376131
"693","0603358002",1423071.97896061
"694","0501121002",2598413.76091082
"695","1403787002",497034.772137583
"696","1501629002",747514.789989315
"697","2205642002",764549.20142292
"698","2100089002",2299852.71459736
"699","2102128066",3805301.93593564
"700","2102128066",3805301.93593564
"701","0500961002",1432768.9659203
"702","0101399150",1656777.17565657
"703","0203000002",1492311.69648038
"704","0203000002",1492311.69648038
"705","0502235002",1939408.59310683
"706","0702079002",1116879.37441091
"707","0502850002",6946763.98340082
"708","0903639002",666947.555389014
"709","0202797002",1958313.66313666
"710","0202797002",1958313.66313666
"711","0202797002",1958313.66313666
"712","0202797002",1958313.66313666
"713","0200049002",1593674.89952525
"714","0701057002",1036918.51983565
"715","1601242002",779240.121897349
"716","2102755006",887680.762127463
"717","1102392004",852939.885028689
"718","2002147002",617163.087191861
"719","1000767002",998767.4490028
"720","0701007002",769889.404958083
"721","1002173002",1106379.28021306
"722","0200629002",1237127.19270672
"723","0604123002",1530545.6253241
"724","1901960002",1080840.82496143
"725","1901960002",1080840.82496143
"726","2203554002",718476.596988084
"727","2101925538",4088419.5028109
"728","2101925538",4088419.5028109
"729","1102490002",1037996.91772358
"730","2101564002",2629553.88629524
"731","0402715002",3040754.97659944
"732","0402715002",3040754.97659944
"733","0201582002",1505073.72826132
"734","0200492002",1330650.44245693
"735","0203829010",927645.596510347
"736","0203829010",927645.596510347
"737","0201647002",1236837.57561692
"738","0701965002",900346.221968315
"739","0401404086",2283684.34283284
"740","1303042002",2035758.39418679
"741","2004248002",633892.962720757
"742","2004248002",633892.962720757
"743","1302012002",1033807.77623882
"744","1600408002",876741.624967776
"745","0702403002",1511041.10160397
"746","0200163002",1131905.08998732
"747","1301730002",1139665.8997992
"748","1302070002",854236.670240246
"749","0501614002",3550118.61859813
"750","0203748002",1554403.03099716
"751","0500199002",1468049.77370942
"752","0701556002",1306685.03685032
"753","1103651002",1352993.39113615
"754","0801435012",4022767.23454546
"755","0801435012",4022767.23454546
"756","0801435012",4022767.23454546
"757","0801435012",4022767.23454546
"758","0801435012",4022767.23454546
"759","0801435012",4022767.23454546
"760","1904269002",787913.454598434
"761","0400652002",2185226.05575561
"762","1901059002",1298474.46858231
"763","2000527002",599799.360277022
"764","0502575002",7719610.97955694
"765","1807893002",2169175.24495449
"766","0303610002",12328421.669056
"767","0303610002",12328421.669056
"768","0501354002",10696747.0657803
"769","1002036008",888292.867382662
"770","0303474012",25938980.5015032
"771","0701584002",1107118.06144388
"772","1100173002",1056823.87412553
"773","1904668012",876764.599328456
"774","2205550684",1271853.74248691
"775","2205550684",1271853.74248691
"776","2102180174",3192449.78353779
"777","0304332006",9401779.74665816
"778","2006031002",754998.401940019
"779","2100256002",23692641.1069935
"780","0401451110",1026444.50286761
"781","1401376002",503461.5078306
"782","1900074002",1092469.6555894
"783","0402005042",6342978.10654661
"784","2102180062",2941589.30995283
"785","0600685029",2777078.07779006
"786","0600685029",2777078.07779006
"787","0600685029",2777078.07779006
"788","0900593002",2527932.41687453
"789","0600711012",12919013.5020601
"790","0104814002",1060103.82075811
"791","0502809002",6182219.47718646
"792","0501998006",2469958.93579624
"793","0703698012",2748616.08290249
"794","0601947002",834753.070072737
"795","0303581002",2888307.52523827
"796","0701457002",1013197.3603305
"797","2011354098",2293807.84934471
"798","0200603002",1853135.34531765
"799","2205550028",1223113.51401681
"800","2205550028",1223113.51401681
"801","0502715002",4678017.22392628
"802","0302370106",4536283.52843525
"803","1903583002",903851.547350359
"804","2203713002",20781553.3470609
"805","0900503012",2610754.38823837
"806","2009216004",3278010.35867295
"807","2009216028",3321561.55923926
"808","2009216052",3281534.93021897
"809","2009216076",3455608.7901768
"810","2009216100",3272508.29768701
"811","0502576002",6844156.67938935
"812","1000680012",901406.649034114
"813","0400043002",2359294.39154561
"814","0600337002",661988.371953663
"815","1002035002",1094213.48411831
"816","0200084002",1122693.11879077
"817","0701583002",1074080.3876558
"818","0105440102",915655.167409239
"819","0402005002",6385497.82186565
"820","0600685037",2898232.88708824
"821","0600685037",2898232.88708824
"822","0600685037",2898232.88708824
"823","0900592002",2519478.12360974
"824","0700311002",945107.51712837
"825","2203248012",918165.68466677
"826","0501999004",2498068.68134029
"827","2202641002",893068.046766801
"828","0701458002",1088230.1521958
"829","2102158002",1586032.06805161
"830","0602433002",1477127.27641096
"831","0502716002",4806846.99922775
"832","0501804002",1200641.82930936
"833","0402809002",2727192.58742294
"834","0400151002",2097899.67787459
"835","1001878012",1995618.84215036
"836","1001878012",1995618.84215036
"837","1001878012",1995618.84215036
"838","0504018002",1559992.23478517
"839","0502577026",8299573.76774218
"840","1000680002",979643.706260752
"841","0400042002",2473412.07183817
"842","1811789002",577017.808536056
"843","0105225002",453342.550393176
"844","1600416002",988274.462100974
"845","2205550676",1494130.8455252
"846","2205550676",1494130.8455252
"847","0105440052",902502.250074005
"848","1600744002",919709.424246061
"849","0604356002",1385148.41504508
"850","0402846002",3707409.8394792
"851","2102180032",3310783.39690639
"852","0600685048",2780639.92502192
"853","0600685048",2780639.92502192
"854","0600685048",2780639.92502192
"855","0402792002",3501896.10443936
"856","1102940002",1031642.79616844
"857","1704031052",1128699.76533351
"858","1704031052",1128699.76533351
"859","1704031052",1128699.76533351
"860","1704031052",1128699.76533351
"861","1704031052",1128699.76533351
"862","1704031052",1128699.76533351
"863","1704031052",1128699.76533351
"864","1704031052",1128699.76533351
"865","1704031052",1128699.76533351
"866","1704031052",1128699.76533351
"867","1704031052",1128699.76533351
"868","1704031052",1128699.76533351
"869","1704031052",1128699.76533351
"870","1704031052",1128699.76533351
"871","1704031052",1128699.76533351
"872","1704031052",1128699.76533351
"873","1704031052",1128699.76533351
"874","1704031052",1128699.76533351
"875","1704031052",1128699.76533351
"876","1704031052",1128699.76533351
"877","1704031052",1128699.76533351
"878","1704031052",1128699.76533351
"879","1704031328",3339617.25987652
"880","1704031328",3339617.25987652
"881","1704031328",3339617.25987652
"882","1704031328",3339617.25987652
"883","1704031328",3339617.25987652
"884","1704031328",3339617.25987652
"885","1704031328",3339617.25987652
"886","1704031328",3339617.25987652
