"","PID","upid","regions"
"1425","0305943002",1,"South End"
"1426","0305946006",1,"South End"
"1427","0305946020",1,"South End"
"1428","0305948002",1,"South End"
"1429","0305949002",1,"South End"
"1430","0305954002",1,"South End"
"1431","0305954004",1,"South End"
"1432","0305955002",1,"South End"
"1433","0305956002",1,"South End"
"1434","0305960014",1,"South End"
"1435","0305960020",1,"South End"
"1436","0305964002",1,"South End"
"1437","0305970002",1,"South End"
"1438","0305971002",1,"South End"
"1439","0305975002",1,"South End"
"1440","0305977002",1,"South End"
"1441","0305982002",1,"South End"
"1442","0305983002",1,"South End"
"1443","0305989002",1,"South End"
"1444","0305992002",1,"South End"
"1445","0305993002",1,"South End"
"1446","0306006006",1,"South End"
"1447","0306010012",1,"South End"
"1448","0306024002",1,"South End"
"1449","0306030102",1,"South End"
"1450","0306030122",1,"South End"
"1451","0306030136",1,"South End"
"1452","0306055002",1,"South End"
"1453","0306390046",1,"South End"
"1454","0306396020",1,"South End"
"1455","0306396082",1,"South End"
"1456","0306397004",1,"South End"
"1457","0306400010",1,"South End"
"1458","0306442024",1,"South End"
"1459","0306445016",1,"South End"
"1460","0306493002",1,"South End"
"1461","0306514002",1,"South End"
"1462","0306515002",1,"South End"
"1463","0306524002",1,"South End"
"1464","0306526002",1,"South End"
"1465","0306876004",1,"South End"
"1466","0306876012",1,"South End"
"1467","0306879002",1,"South End"
"1468","0306880002",1,"South End"
"1469","0306882002",1,"South End"
"1470","0306883002",1,"South End"
"1471","0306885002",1,"South End"
"1472","0306886002",1,"South End"
"1473","0306887002",1,"South End"
"1474","0306887006",1,"South End"
"1475","0306889002",1,"South End"
"1476","0306890002",1,"South End"
"1477","0306891002",1,"South End"
"1478","0306892002",1,"South End"
"1479","0306894002",1,"South End"
"1480","0306895002",1,"South End"
"1481","0306896002",1,"South End"
"1482","0306896038",1,"South End"
"1483","0306898002",1,"South End"
"1484","0306901002",1,"South End"
"1485","0306902002",1,"South End"
"1486","0306904002",1,"South End"
"1487","0306906002",1,"South End"
"1488","0306907002",1,"South End"
"1489","0306909002",1,"South End"
"1490","0306911002",1,"South End"
"1491","0306912002",1,"South End"
"1492","0306913002",1,"South End"
"1493","0306915002",1,"South End"
"1494","0306917002",1,"South End"
"1495","0306918002",1,"South End"
"1496","0306921002",1,"South End"
"1497","0306924002",1,"South End"
"1498","0306925002",1,"South End"
"1499","0306927008",1,"South End"
"1500","0306929002",1,"South End"
"1501","0306931002",1,"South End"
"1502","0306936002",1,"South End"
"1503","0306938002",1,"South End"
"1504","0306939002",1,"South End"
"1505","0306941002",1,"South End"
"1506","0306941032",1,"South End"
"1507","0306943002",1,"South End"
"1508","0306950002",1,"South End"
"1509","0306952002",1,"South End"
"1510","0306953002",1,"South End"
"1511","0306954002",1,"South End"
"1512","0306955002",1,"South End"
"1513","0306956002",1,"South End"
"1514","0306957002",1,"South End"
"1515","0306960002",1,"South End"
"1516","0306963002",1,"South End"
"1517","0306964002",1,"South End"
"1518","0306965002",1,"South End"
"1519","0306966004",1,"South End"
"1520","0306967002",1,"South End"
"1521","0306968002",1,"South End"
"1522","0306969002",1,"South End"
"1523","0306970002",1,"South End"
"1524","0306971002",1,"South End"
"1525","0306972002",1,"South End"
"1526","0306978004",1,"South End"
"1527","0306978006",1,"South End"
"1528","0306995002",1,"South End"
"1529","0306996002",1,"South End"
"1530","0306997010",1,"South End"
"1531","0400004002",1,"Back Bay-Beacon Hill"
"1532","0400008002",1,"South End"
"1533","0400010002",1,"South End"
"1534","0400011002",1,"South End"
"1535","0400012002",1,"South End"
"1536","0400013012",1,"South End"
"1537","0400013014",1,"South End"
"1538","0400013018",1,"South End"
"1539","0400019002",1,"South End"
"1540","0400019010",1,"South End"
"1541","0400019016",1,"South End"
"1542","0400019024",1,"South End"
"1543","0400022002",1,"South End"
"1544","0400023002",1,"South End"
"1545","0400027002",1,"South End"
"1546","0400029002",1,"South End"
"1547","0400030002",1,"South End"
"1548","0400031002",1,"South End"
"1549","0400032002",1,"South End"
"1550","0400033002",1,"South End"
"1551","0400034002",1,"South End"
"1552","0400035002",1,"South End"
"1553","0400042002",1,"South End"
"1554","0400043002",1,"South End"
"1555","0400045002",1,"South End"
"1556","0400047002",1,"South End"
"1557","0400050002",1,"South End"
"1558","0400052002",1,"South End"
"1559","0400056002",1,"South End"
"1560","0400057002",1,"South End"
"1561","0400058002",1,"South End"
"1562","0400059002",1,"South End"
"1563","0400060002",1,"South End"
"1564","0400061002",1,"South End"
"1565","0400061004",1,"South End"
"1566","0400062002",1,"South End"
"1567","0400063002",1,"South End"
"1568","0400066002",1,"South End"
"1569","0400070002",1,"South End"
"1570","0400072002",1,"South End"
"1571","0400074002",1,"South End"
"1572","0400076002",1,"South End"
"1573","0400082002",1,"South End"
"1574","0400083002",1,"South End"
"1575","0400084002",1,"South End"
"1576","0400085002",1,"South End"
"1577","0400087002",1,"South End"
"1578","0400092002",1,"South End"
"1579","0400097002",1,"South End"
"1580","0400098001",1,"South End"
"1581","0400099001",1,"South End"
"1582","0400100001",1,"South End"
"1583","0400101001",1,"South End"
"1584","0400102001",1,"South End"
"1585","0400103002",1,"South End"
"1586","0400106002",1,"South End"
"1587","0400111002",1,"Back Bay-Beacon Hill"
"1588","0400112002",1,"South End"
"1589","0400114002",1,"Back Bay-Beacon Hill"
"1590","0400118002",1,"Back Bay-Beacon Hill"
"1591","0400126002",1,"South End"
"1592","0400127002",1,"South End"
"1593","0400139002",1,"South End"
"1594","0400140002",1,"South End"
"1595","0400142002",1,"South End"
"1596","0400151002",1,"South End"
"1597","0400154002",1,"South End"
"1598","0400154004",1,"South End"
"1599","0400155002",1,"South End"
"1600","0400155004",1,"South End"
"1601","0400166002",1,"South End"
"1602","0400167002",1,"South End"
"1603","0400167008",1,"South End"
"1604","0400167020",1,"South End"
"1605","0400167026",1,"South End"
"1606","0400173002",1,"South End"
"1607","0400174002",1,"South End"
"1608","0400180002",1,"South End"
"1609","0400181002",1,"South End"
"1610","0400181010",1,"South End"
"1611","0400183002",1,"South End"
"1612","0400183006",1,"South End"
"1613","0400183008",1,"South End"
"1614","0400187002",1,"South End"
"1615","0400192002",1,"South End"
"1616","0400194002",1,"South End"
"1617","0400195020",1,"South End"
"1618","0400196002",1,"South End"
"1619","0400202002",1,"South End"
"1620","0400203002",1,"South End"
"1621","0400204002",1,"South End"
"1622","0400204004",1,"South End"
"1623","0400206002",1,"Back Bay-Beacon Hill"
"1624","0400208002",1,"South End"
"1625","0400209002",1,"South End"
"1626","0400213034",1,"South End"
"1627","0400213036",1,"South End"
"1628","0400213046",1,"South End"
"1629","0400213048",1,"South End"
"1630","0400213050",1,"South End"
"1631","0400213060",1,"South End"
"1632","0400218004",1,"South End"
"1633","0400218036",1,"South End"
"1634","0400227002",1,"South End"
"1635","0400228002",1,"South End"
"1636","0400231012",1,"South End"
"1637","0400231022",1,"South End"
"1638","0400234006",1,"South End"
"1639","0400236004",1,"South End"
"1640","0400238002",1,"South End"
"1641","0400241002",1,"South End"
"1642","0400263006",1,"South End"
"1643","0400282002",1,"South End"
"1644","0400286002",1,"South End"
"1645","0400286004",1,"South End"
"1646","0400287002",1,"South End"
"1647","0400289002",1,"South End"
"1648","0400291002",1,"South End"
"1649","0400293002",1,"South End"
"1650","0400294002",1,"South End"
"1651","0400308002",1,"South End"
"1652","0400310002",1,"South End"
"1653","0400311002",1,"South End"
"1654","0400312002",1,"South End"
"1655","0400319002",1,"South End"
"1656","0400320002",1,"South End"
"1657","0400321002",1,"South End"
"1658","0400322002",1,"South End"
"1659","0400322008",1,"South End"
"1660","0400326002",1,"South End"
"1661","0400328002",1,"South End"
"1662","0400330002",1,"South End"
"1663","0400331002",1,"South End"
"1664","0400332002",1,"South End"
"1665","0400333002",1,"South End"
"1666","0400337002",1,"South End"
"1667","0400340002",1,"South End"
"1668","0400347002",1,"South End"
"1669","0400349002",1,"South End"
"1670","0400350002",1,"South End"
"1671","0400351002",1,"South End"
"1672","0400352002",1,"South End"
"1673","0400353002",1,"South End"
"1674","0400354002",1,"South End"
"1675","0400355002",1,"South End"
"1676","0400356002",1,"South End"
"1677","0400357002",1,"South End"
"1678","0400357046",1,"South End"
"1679","0400361002",1,"South End"
"1680","0400365002",1,"South End"
"1681","0400370002",1,"South End"
"1682","0400371002",1,"South End"
"1683","0400386002",1,"South End"
"1684","0400388002",1,"South End"
"1685","0400389002",1,"South End"
"1686","0400390002",1,"South End"
"1687","0400393002",1,"South End"
"1688","0400394002",1,"South End"
"1689","0400395002",1,"South End"
"1690","0400396002",1,"South End"
"1691","0400398002",1,"South End"
"1692","0400400002",1,"South End"
"1693","0400403002",1,"South End"
"1694","0400404002",1,"South End"
"1695","0400405002",1,"South End"
"1696","0400418002",1,"South End"
"1697","0400419002",1,"South End"
"1698","0400422002",1,"South End"
"1699","0400423002",1,"South End"
"1700","0400424002",1,"South End"
"1701","0400430002",1,"South End"
"1702","0400431002",1,"South End"
"1703","0400433002",1,"South End"
"1704","0400440002",1,"South End"
"1705","0400449008",1,"South End"
"1706","0400473002",1,"South End"
"1707","0400476002",1,"South End"
"1708","0400478004",1,"South End"
"1709","0400481004",1,"South End"
"1710","0400482004",1,"South End"
"1711","0400484002",1,"South End"
"1712","0400488002",1,"South End"
"1713","0400489002",1,"South End"
"1714","0400489004",1,"South End"
"1715","0400492002",1,"South End"
"1716","0400494002",1,"South End"
"1717","0400499002",1,"South End"
"1718","0400500002",1,"South End"
"1719","0400501002",1,"South End"
"1720","0400505002",1,"South End"
"1721","0400506002",1,"South End"
"1722","0400507002",1,"South End"
"1723","0400508002",1,"South End"
"1724","0400509002",1,"South End"
"1725","0400510002",1,"South End"
"1726","0400512002",1,"South End"
"1727","0400515002",1,"South End"
"1728","0400516002",1,"South End"
"1729","0400517002",1,"South End"
"1730","0400520002",1,"South End"
"1731","0400521002",1,"South End"
"1732","0400528004",1,"South End"
"1733","0400541016",1,"South End"
"1734","0400544002",1,"South End"
"1735","0400548012",1,"South End"
"1736","0400554054",1,"South End"
"1737","0400558004",1,"South End"
"1738","0400560006",1,"South End"
"1739","0400642002",1,"South End"
"1740","0400645002",1,"South End"
"1741","0400646002",1,"South End"
"1742","0400648002",1,"South End"
"1743","0400649002",1,"South End"
"1744","0400652002",1,"South End"
"1745","0400654002",1,"South End"
"1746","0400655002",1,"South End"
"1747","0400668002",1,"South End"
"1748","0400669002",1,"South End"
"1749","0400671002",1,"South End"
"1750","0400672002",1,"South End"
"1751","0400673002",1,"South End"
"1752","0400674002",1,"South End"
"1753","0400675002",1,"South End"
"1754","0400676002",1,"South End"
"1755","0400680002",1,"South End"
"1756","0400680010",1,"South End"
"1757","0400680018",1,"South End"
"1758","0400680026",1,"South End"
"1759","0400684002",1,"South End"
"1760","0400685002",1,"South End"
"1761","0400686002",1,"South End"
"1762","0400687012",1,"South End"
"1763","0400689002",1,"South End"
"1764","0400689012",1,"South End"
"1765","0400692004",1,"South End"
"1766","0400694002",1,"South End"
"1767","0400695002",1,"South End"
"1768","0400695004",1,"South End"
"1769","0400696002",1,"South End"
"1770","0400697002",1,"South End"
"1771","0400698002",1,"South End"
"1772","0400699002",1,"South End"
"1773","0400699010",1,"South End"
"1774","0400699020",1,"South End"
"1775","0400702002",1,"South End"
"1776","0400703002",1,"South End"
"1777","0400714001",1,"South End"
"1778","0400715002",1,"South End"
"1779","0400716002",1,"South End"
"1780","0400718002",1,"South End"
"1781","0400719002",1,"South End"
"1782","0400720002",1,"South End"
"1783","0400722002",1,"South End"
"1784","0400723002",1,"South End"
"1785","0400723020",1,"South End"
"1786","0400725002",1,"South End"
"1787","0400727002",1,"South End"
"1788","0400734002",1,"South End"
"1789","0400741002",1,"South End"
"1790","0400743002",1,"South End"
"1791","0400745002",1,"South End"
"1792","0400748002",1,"South End"
"1793","0400751006",1,"South End"
"1794","0400752004",1,"South End"
"1795","0400754004",1,"South End"
"1796","0400756002",1,"South End"
"1797","0400757002",1,"South End"
"1798","0400758002",1,"South End"
"1799","0400759002",1,"South End"
"1800","0400762002",1,"South End"
"1801","0400764002",1,"South End"
"1802","0400765002",1,"South End"
"1803","0400766002",1,"South End"
"1804","0400770002",1,"South End"
"1805","0400771002",1,"South End"
"1806","0400776002",1,"South End"
"1807","0400777002",1,"South End"
"1808","0400783002",1,"South End"
"1809","0400786002",1,"South End"
"1810","0400787002",1,"South End"
"1811","0400796004",1,"South End"
"1812","0400797002",1,"South End"
"1813","0400798002",1,"South End"
"1814","0400800002",1,"South End"
"1815","0400801002",1,"South End"
"1816","0400804002",1,"South End"
"1817","0400807002",1,"South End"
"1818","0400808002",1,"South End"
"1819","0400809002",1,"South End"
"1820","0400810002",1,"South End"
"1821","0400837104",1,"Back Bay-Beacon Hill"
"1822","0400839002",1,"Back Bay-Beacon Hill"
"1823","0400840002",1,"Back Bay-Beacon Hill"
"1824","0400841002",1,"Back Bay-Beacon Hill"
"1825","0400843002",1,"Back Bay-Beacon Hill"
"1826","0400844004",1,"Back Bay-Beacon Hill"
"1827","0400845002",1,"Back Bay-Beacon Hill"
"1828","0400846002",1,"Back Bay-Beacon Hill"
"1829","0400856002",1,"Back Bay-Beacon Hill"
"1830","0400859002",1,"Back Bay-Beacon Hill"
"1831","0400860002",1,"Back Bay-Beacon Hill"
"1832","0400880002",1,"Back Bay-Beacon Hill"
"1833","0400882004",1,"Back Bay-Beacon Hill"
"1834","0400897002",1,"Back Bay-Beacon Hill"
"1835","0400897012",1,"Back Bay-Beacon Hill"
"1836","0400922002",1,"Back Bay-Beacon Hill"
"1837","0400945002",1,"Back Bay-Beacon Hill"
"1838","0400945014",1,"Back Bay-Beacon Hill"
"1839","0400945022",1,"Back Bay-Beacon Hill"
"1840","0400945034",1,"Back Bay-Beacon Hill"
"1841","0400945042",1,"Back Bay-Beacon Hill"
"1842","0400945054",1,"Back Bay-Beacon Hill"
"1843","0400945062",1,"Back Bay-Beacon Hill"
"1844","0400945074",1,"Back Bay-Beacon Hill"
"1845","0400945082",1,"Back Bay-Beacon Hill"
"1846","0400955002",1,"Back Bay-Beacon Hill"
"1847","0400955012",1,"Back Bay-Beacon Hill"
"1848","0400955014",1,"Back Bay-Beacon Hill"
"1849","0400958002",1,"Back Bay-Beacon Hill"
"1850","0400961002",1,"Back Bay-Beacon Hill"
"1851","0400965012",1,"Back Bay-Beacon Hill"
"1852","0400965040",1,"Back Bay-Beacon Hill"
"1853","0400965054",1,"Back Bay-Beacon Hill"
"1854","0400979002",1,"Back Bay-Beacon Hill"
"1855","0400980002",1,"Back Bay-Beacon Hill"
"1856","0401011002",1,"Back Bay-Beacon Hill"
"1857","0401037602",1,"Back Bay-Beacon Hill"
"1858","0401037860",1,"Back Bay-Beacon Hill"
"1859","0401053020",1,"Back Bay-Beacon Hill"
"1860","0401129138",1,"Back Bay-Beacon Hill"
"1861","0401404086",1,"Fenway-Kenmore"
"1862","0401429002",1,"Fenway-Kenmore"
"1863","0401430002",1,"Fenway-Kenmore"
"1864","0401432002",1,"Fenway-Kenmore"
"1865","0401433002",1,"Fenway-Kenmore"
"1866","0401446002",1,"Fenway-Kenmore"
"1867","0401446044",1,"Fenway-Kenmore"
"1868","0401448002",1,"Fenway-Kenmore"
"1869","0401451110",1,"Fenway-Kenmore"
"1870","0401522006",1,"Fenway-Kenmore"
"1871","0401530056",1,"Fenway-Kenmore"
"1872","0401534002",1,"Fenway-Kenmore"
"1873","0401538002",1,"Fenway-Kenmore"
"1874","0401540004",1,"Fenway-Kenmore"
"1875","0401547002",1,"Fenway-Kenmore"
"1876","0401547008",1,"Fenway-Kenmore"
"1877","0401547014",1,"Fenway-Kenmore"
"1878","0401547020",1,"Fenway-Kenmore"
"1879","0401569002",1,"Fenway-Kenmore"
"1880","0401572002",1,"Fenway-Kenmore"
"1881","0401576002",1,"Fenway-Kenmore"
"1882","0401578002",1,"Fenway-Kenmore"
"1883","0401584002",1,"Fenway-Kenmore"
"1884","0401585004",1,"Fenway-Kenmore"
"1885","0401597002",1,"Fenway-Kenmore"
"1886","0401597010",1,"Fenway-Kenmore"
"1887","0401599002",1,"Fenway-Kenmore"
"1888","0401603002",1,"Fenway-Kenmore"
"1889","0401607002",1,"Fenway-Kenmore"
"1890","0401611002",1,"Fenway-Kenmore"
"1891","0401615002",1,"Fenway-Kenmore"
"1892","0401644002",1,"Fenway-Kenmore"
"1893","0401645002",1,"Fenway-Kenmore"
"1894","0401645058",1,"Fenway-Kenmore"
"1895","0401646002",1,"Fenway-Kenmore"
"1896","0401646056",1,"Fenway-Kenmore"
"1897","0401647002",1,"Fenway-Kenmore"
"1898","0401647058",1,"Fenway-Kenmore"
"1899","0401707001",1,"Fenway-Kenmore"
"1900","0401719002",1,"Fenway-Kenmore"
"1901","0401719062",1,"Fenway-Kenmore"
"1902","0401723002",1,"Fenway-Kenmore"
"1903","0401748002",1,"Fenway-Kenmore"
"1904","0401748004",1,"Fenway-Kenmore"
"1905","0401750002",1,"Fenway-Kenmore"
"1906","0401765002",1,"Fenway-Kenmore"
"1907","0401767002",1,"Fenway-Kenmore"
"1908","0401770002",1,"Fenway-Kenmore"
"1909","0401770010",1,"Fenway-Kenmore"
"1910","0401774002",1,"Fenway-Kenmore"
"1911","0401776002",1,"Fenway-Kenmore"
"1912","0401779002",1,"Fenway-Kenmore"
"1913","0401780002",1,"Fenway-Kenmore"
"1914","0401783002",1,"Fenway-Kenmore"
"1915","0401784002",1,"Fenway-Kenmore"
"1916","0401790002",1,"Fenway-Kenmore"
"1917","0401813002",1,"Fenway-Kenmore"
"1918","0402005002",1,"Fenway-Kenmore"
"1919","0402005042",1,"Fenway-Kenmore"
"1920","0402005084",1,"Fenway-Kenmore"
"1921","0402005154",1,"Fenway-Kenmore"
"1922","0402005196",1,"Fenway-Kenmore"
"1923","0402006002",1,"Fenway-Kenmore"
"1924","0402006018",1,"Fenway-Kenmore"
"1925","0402289008",1,"Fenway-Kenmore"
"1926","0402357002",1,"Back Bay-Beacon Hill"
"1927","0402357012",1,"Back Bay-Beacon Hill"
"1928","0402357022",1,"Back Bay-Beacon Hill"
"1929","0402360002",1,"Back Bay-Beacon Hill"
"1930","0402361002",1,"Back Bay-Beacon Hill"
"1931","0402361010",1,"Back Bay-Beacon Hill"
"1932","0402363002",1,"Back Bay-Beacon Hill"
"1933","0402364002",1,"Back Bay-Beacon Hill"
"1934","0402379002",1,"Back Bay-Beacon Hill"
"1935","0402380010",1,"Back Bay-Beacon Hill"
"1936","0402394002",1,"Back Bay-Beacon Hill"
"1937","0402398002",1,"Back Bay-Beacon Hill"
"1938","0402402002",1,"Back Bay-Beacon Hill"
"1939","0402417002",1,"Back Bay-Beacon Hill"
"1940","0402418002",1,"Back Bay-Beacon Hill"
"1941","0402419002",1,"Back Bay-Beacon Hill"
"1942","0402421002",1,"Back Bay-Beacon Hill"
"1943","0402423012",1,"Back Bay-Beacon Hill"
"1944","0402429002",1,"South End"
"1945","0402435002",1,"South End"
"1946","0402436004",1,"South End"
"1947","0402438002",1,"South End"
"1948","0402439002",1,"South End"
"1949","0402444002",1,"South End"
"1950","0402445002",1,"South End"
"1951","0402450002",1,"South End"
"1952","0402451002",1,"South End"
"1953","0402454002",1,"South End"
"1954","0402455002",1,"South End"
"1955","0402457002",1,"South End"
"1956","0402459002",1,"South End"
"1957","0402462002",1,"South End"
"1958","0402464010",1,"South End"
"1959","0402468002",1,"South End"
"1960","0402469002",1,"South End"
"1961","0402470002",1,"South End"
"1962","0402471002",1,"South End"
"1963","0402472002",1,"South End"
"1964","0402475002",1,"South End"
"1965","0402476002",1,"South End"
"1966","0402477002",1,"South End"
"1967","0402478002",1,"South End"
"1968","0402479004",1,"South End"
"1969","0402480002",1,"South End"
"1970","0402481002",1,"South End"
"1971","0402483002",1,"South End"
"1972","0402487006",1,"South End"
"1973","0402488002",1,"South End"
"1974","0402488004",1,"South End"
"1975","0402488010",1,"South End"
"1976","0402496002",1,"South End"
"1977","0402497002",1,"South End"
"1978","0402502002",1,"South End"
"1979","0402503002",1,"South End"
"1980","0402508002",1,"South End"
"1981","0402509002",1,"South End"
"1982","0402513002",1,"South End"
"1983","0402515002",1,"South End"
"1984","0402516002",1,"South End"
"1985","0402518002",1,"South End"
"1986","0402520002",1,"South End"
"1987","0402522002",1,"South End"
"1988","0402522004",1,"South End"
"1989","0402525002",1,"South End"
"1990","0402528004",1,"South End"
"1991","0402529004",1,"South End"
"1992","0402531002",1,"South End"
"1993","0402534002",1,"South End"
"1994","0402535002",1,"South End"
"1995","0402536002",1,"South End"
"1996","0402538002",1,"South End"
"1997","0402553002",1,"South End"
"1998","0402554002",1,"South End"
"1999","0402557002",1,"South End"
"2000","0402561002",1,"South End"
"2001","0402563012",1,"South End"
"2002","0402567002",1,"South End"
"2003","0402568002",1,"South End"
"2004","0402571002",1,"South End"
"2005","0402574002",1,"South End"
"2006","0402575002",1,"South End"
"2007","0402576004",1,"South End"
"2008","0402577002",1,"South End"
"2009","0402577008",1,"South End"
"2010","0402579002",1,"South End"
"2011","0402580002",1,"South End"
"2012","0402581002",1,"South End"
"2013","0402613002",1,"South End"
"2014","0402614002",1,"South End"
"2015","0402626002",1,"South End"
"2016","0402627002",1,"South End"
"2017","0402628002",1,"South End"
"2018","0402631004",1,"South End"
"2019","0402633002",1,"South End"
"2020","0402635002",1,"South End"
"2021","0402636002",1,"South End"
"2022","0402640002",1,"South End"
"2023","0402641018",1,"South End"
"2024","0402642014",1,"South End"
"2025","0402643002",1,"South End"
"2026","0402644002",1,"South End"
"2027","0402645002",1,"South End"
"2028","0402646002",1,"South End"
"2029","0402646010",1,"South End"
"2030","0402648002",1,"South End"
"2031","0402649002",1,"South End"
"2032","0402650002",1,"South End"
"2033","0402652002",1,"South End"
"2034","0402661002",1,"South End"
"2035","0402663002",1,"South End"
"2036","0402664002",1,"South End"
"2037","0402665002",1,"South End"
"2038","0402667002",1,"South End"
"2039","0402668002",1,"South End"
"2040","0402669002",1,"South End"
"2041","0402674002",1,"South End"
"2042","0402675002",1,"South End"
"2043","0402676002",1,"South End"
"2044","0402677002",1,"South End"
"2045","0402679002",1,"South End"
"2046","0402683002",1,"South End"
"2047","0402685002",1,"South End"
"2048","0402686002",1,"South End"
"2049","0402688002",1,"South End"
"2050","0402690002",1,"South End"
"2051","0402692002",1,"South End"
"2052","0402694002",1,"South End"
"2053","0402695012",1,"South End"
"2054","0402697002",1,"South End"
"2055","0402698002",1,"South End"
"2056","0402699002",1,"South End"
"2057","0402701002",1,"South End"
"2058","0402702002",1,"South End"
"2059","0402705002",1,"South End"
"2060","0402706002",1,"South End"
"2061","0402707002",1,"South End"
"2062","0402708002",1,"South End"
"2063","0402709002",1,"South End"
"2064","0402710002",1,"South End"
"2065","0402713002",1,"South End"
"2066","0402715002",1,"South End"
"2067","0402717010",1,"South End"
"2068","0402734002",1,"South End"
"2069","0402746002",1,"South End"
"2070","0402747002",1,"South End"
"2071","0402748006",1,"South End"
"2072","0402749002",1,"South End"
"2073","0402751002",1,"South End"
"2074","0402755002",1,"South End"
"2075","0402758002",1,"South End"
"2076","0402759002",1,"South End"
"2077","0402761002",1,"South End"
"2078","0402762002",1,"South End"
"2079","0402767004",1,"South End"
"2080","0402772002",1,"South End"
"2081","0402775002",1,"South End"
"2082","0402777002",1,"South End"
"2083","0402792002",1,"South End"
"2084","0402809002",1,"South End"
"2085","0402815002",1,"South End"
"2086","0402815004",1,"South End"
"2087","0402817002",1,"South End"
"2088","0402843002",1,"South End"
"2089","0402844002",1,"South End"
"2090","0402846002",1,"South End"
"2091","0402849002",1,"South End"
"2092","0402851006",1,"South End"
"2093","0402856002",1,"South End"
"2094","0402860002",1,"South End"
"2095","0402861002",1,"South End"
"2096","0402864002",1,"South End"
"2097","0402867010",1,"South End"
"2098","0402868002",1,"South End"
"2099","0402869002",1,"South End"
"2100","0500034010",1,"Central"
"2101","0500075190",1,"Central"
"2102","0500120012",1,"Central"
"2103","0500120028",1,"Central"
"2104","0500120032",1,"Central"
"2105","0500167032",1,"Central"
"2106","0500167034",1,"Central"
"2107","0500167036",1,"Central"
"2108","0500167038",1,"Central"
"2109","0500175002",1,"Central"
"2110","0500175004",1,"Central"
"2111","0500176002",1,"Central"
"2112","0500179008",1,"Central"
"2113","0500180002",1,"Central"
"2114","0500184002",1,"Central"
"2115","0500188002",1,"Central"
"2116","0500197002",1,"Central"
"2117","0500199002",1,"Central"
"2118","0500203002",1,"Central"
"2119","0500206002",1,"Central"
"2120","0500208002",1,"Central"
"2121","0500212002",1,"Central"
"2122","0500222002",1,"Central"
"2123","0500223002",1,"Central"
"2124","0500227002",1,"Central"
"2125","0500229002",1,"Central"
"2126","0500230002",1,"Central"
"2127","0500231002",1,"Central"
"2128","0500244002",1,"Central"
"2129","0500251002",1,"Central"
"2130","0500253002",1,"Central"
"2131","0500254002",1,"Central"
"2132","0500254010",1,"Central"
"2133","0500254018",1,"Central"
"2134","0500258012",1,"Central"
"2135","0500694015",1,"South End"
"2136","0500695002",1,"South End"
"2137","0500697006",1,"South End"
"2138","0500735002",1,"Central"
"2139","0500741002",1,"Central"
"2140","0500741020",1,"Central"
"2141","0500747002",1,"Central"
"2142","0500769002",1,"Central"
"2143","0500772002",1,"Central"
"2144","0500772004",1,"Central"
"2145","0500779010",1,"Central"
"2146","0500779022",1,"Central"
"2147","0500815054",1,"South End"
"2148","0500826002",1,"South End"
"2149","0500827004",1,"South End"
"2150","0500836002",1,"South End"
"2151","0500837002",1,"South End"
"2152","0500838002",1,"South End"
"2153","0500840002",1,"South End"
"2154","0500841002",1,"South End"
"2155","0500843002",1,"South End"
"2156","0500844002",1,"South End"
"2157","0500844008",1,"South End"
"2158","0500846002",1,"South End"
"2159","0500847002",1,"South End"
"2160","0500849002",1,"South End"
"2161","0500850002",1,"South End"
"2162","0500852002",1,"South End"
"2163","0500863002",1,"South End"
"2164","0500864001",1,"South End"
"2165","0500867002",1,"South End"
"2166","0500869002",1,"South End"
"2167","0500874002",1,"South End"
"2168","0500879002",1,"South End"
"2169","0500885002",1,"South End"
"2170","0500889002",1,"South End"
"2171","0500889010",1,"South End"
"2172","0500891002",1,"South End"
"2173","0500892012",1,"South End"
"2174","0500893002",1,"South End"
"2175","0500899002",1,"South End"
"2176","0500899004",1,"South End"
"2177","0500900002",1,"South End"
"2178","0500901012",1,"South End"
"2179","0500902002",1,"South End"
"2180","0500903002",1,"South End"
"2181","0500905002",1,"South End"
"2182","0500911002",1,"South End"
"2183","0500912002",1,"South End"
"2184","0500916002",1,"South End"
"2185","0500916006",1,"South End"
"2186","0500919002",1,"South End"
"2187","0500921002",1,"South End"
"2188","0500921004",1,"South End"
"2189","0500923002",1,"South End"
"2190","0500924002",1,"South End"
"2191","0500927002",1,"South End"
"2192","0500929002",1,"South End"
"2193","0500941002",1,"South End"
"2194","0500942002",1,"South End"
"2195","0500948002",1,"South End"
"2196","0500949002",1,"South End"
"2197","0500958002",1,"South End"
"2198","0500959002",1,"South End"
"2199","0500961002",1,"South End"
"2200","0500963002",1,"South End"
"2201","0500965002",1,"South End"
"2202","0500977004",1,"South End"
"2203","0500978002",1,"South End"
"2204","0500979002",1,"South End"
"2205","0500979008",1,"South End"
"2206","0500979014",1,"South End"
"2207","0500982002",1,"South End"
"2208","0500983002",1,"South End"
"2209","0500988002",1,"South End"
"2210","0500990002",1,"South End"
"2211","0500992002",1,"South End"
"2212","0500992102",1,"South End"
"2213","0500993002",1,"South End"
"2214","0500994002",1,"South End"
"2215","0500995002",1,"South End"
"2216","0500999002",1,"South End"
"2217","0501000002",1,"South End"
"2218","0501000008",1,"South End"
"2219","0501002002",1,"South End"
"2220","0501005002",1,"South End"
"2221","0501007002",1,"South End"
"2222","0501007010",1,"South End"
