"","PID","upid","regions"
"4619","0900467002",1,"South End"
"4620","0900468002",1,"South End"
"4621","0900469002",1,"South End"
"4622","0900470002",1,"South End"
"4623","0900471004",1,"South End"
"4624","0900472002",1,"South End"
"4625","0900474002",1,"South End"
"4626","0900501012",1,"South End"
"4627","0900503012",1,"South End"
"4628","0900506002",1,"South End"
"4629","0900511002",1,"South End"
"4630","0900514002",1,"South End"
"4631","0900516002",1,"South End"
"4632","0900516006",1,"South End"
"4633","0900531002",1,"South End"
"4634","0900532002",1,"South End"
"4635","0900535002",1,"South End"
"4636","0900541002",1,"South End"
"4637","0900544022",1,"South End"
"4638","0900545002",1,"South End"
"4639","0900546002",1,"South End"
"4640","0900549002",1,"South End"
"4641","0900550002",1,"South End"
"4642","0900551002",1,"South End"
"4643","0900552002",1,"South End"
"4644","0900555002",1,"South End"
"4645","0900556002",1,"South End"
"4646","0900556004",1,"South End"
"4647","0900557012",1,"South End"
"4648","0900557022",1,"South End"
"4649","0900559002",1,"South End"
"4650","0900560002",1,"South End"
"4651","0900561002",1,"South End"
"4652","0900563002",1,"South End"
"4653","0900566002",1,"South End"
"4654","0900572002",1,"South End"
"4655","0900576002",1,"South End"
"4656","0900577002",1,"South End"
"4657","0900581002",1,"South End"
"4658","0900583002",1,"South End"
"4659","0900590002",1,"South End"
"4660","0900592002",1,"South End"
"4661","0900593002",1,"South End"
"4662","0900595002",1,"South End"
"4663","0900596002",1,"South End"
"4664","0900597002",1,"South End"
"4665","0900598002",1,"South End"
"4666","0900604002",1,"South End"
"4667","0900605002",1,"South End"
"4668","0900609004",1,"South End"
"4669","0900611002",1,"South End"
"4670","0900612012",1,"South End"
"4671","0900613002",1,"South End"
"4672","0900614002",1,"South End"
"4673","0900615002",1,"South End"
"4674","0900617002",1,"South End"
"4675","0900619002",1,"South End"
"4676","0900620002",1,"South End"
"4677","0900621002",1,"South End"
"4678","0900622002",1,"South End"
"4679","0900623002",1,"South End"
"4680","0900624004",1,"South End"
"4681","0900625002",1,"South End"
"4682","0900626002",1,"South End"
"4683","0900627002",1,"South End"
"4684","0900662002",1,"South End"
"4685","0900663002",1,"South End"
"4686","0900665002",1,"South End"
"4687","0900665008",1,"South End"
"4688","0900667002",1,"South End"
"4689","0900667004",1,"South End"
"4690","0900673002",1,"South End"
"4691","0900673004",1,"South End"
"4692","0900674002",1,"South End"
"4693","0900675002",1,"South End"
"4694","0900677012",1,"South End"
"4695","0900678002",1,"South End"
"4696","0900679002",1,"South End"
"4697","0900680002",1,"South End"
"4698","0900681002",1,"South End"
"4699","0900682002",1,"South End"
"4700","0900686002",1,"South End"
"4701","0900687002",1,"South End"
"4702","0900688002",1,"South End"
"4703","0900689002",1,"South End"
"4704","0900690002",1,"South End"
"4705","0900708002",1,"South End"
"4706","0900710002",1,"South End"
"4707","0900714002",1,"South End"
"4708","0900715002",1,"South End"
"4709","0900716002",1,"South End"
"4710","0900719002",1,"South End"
"4711","0900720002",1,"South End"
"4712","0900725012",1,"South End"
"4713","0900725018",1,"South End"
"4714","0900725024",1,"South End"
"4715","0900735002",1,"South End"
"4716","0900742002",1,"South End"
"4717","0900746002",1,"South End"
"4718","0900747002",1,"South End"
"4719","0900748002",1,"South End"
"4720","0900749002",1,"South End"
"4721","0900750002",1,"South End"
"4722","0900753002",1,"South End"
"4723","0900754002",1,"South End"
"4724","0900766002",1,"South End"
"4725","0900768002",1,"South End"
"4726","0900770002",1,"South End"
"4727","0900772002",1,"South End"
"4728","0900774002",1,"South End"
"4729","0900775002",1,"South End"
"4730","0900776002",1,"South End"
"4731","0900777002",1,"South End"
"4732","0900779002",1,"South End"
"4733","0900780002",1,"South End"
"4734","0900780004",1,"South End"
"4735","0900781002",1,"South End"
"4736","0900788004",1,"South End"
"4737","0900789006",1,"South End"
"4738","0900791010",1,"South End"
"4739","0900808002",1,"South End"
"4740","0900813002",1,"South End"
"4741","0900814002",1,"South End"
"4742","0900817002",1,"South End"
"4743","0900820002",1,"South End"
"4744","0900825002",1,"South End"
"4745","0900827002",1,"South End"
"4746","0900830002",1,"South End"
"4747","0900833002",1,"South End"
"4748","0900834002",1,"South End"
"4749","0900836002",1,"South End"
"4750","0900839002",1,"South End"
"4751","0900841002",1,"South End"
"4752","0900843002",1,"South End"
"4753","0900844002",1,"South End"
"4754","0900846002",1,"South End"
"4755","0900848002",1,"South End"
"4756","0900849002",1,"South End"
"4757","0900854002",1,"South End"
"4758","0900855002",1,"South End"
"4759","0900856002",1,"South End"
"4760","0900857002",1,"South End"
"4761","0900858002",1,"South End"
"4762","0900866002",1,"South End"
"4763","0900867002",1,"South End"
"4764","0900868002",1,"South End"
"4765","0900870004",1,"South End"
"4766","0900871004",1,"South End"
"4767","0900872002",1,"South End"
"4768","0900873002",1,"South End"
"4769","0900874002",1,"South End"
"4770","0900875002",1,"South End"
"4771","0900914002",1,"South End"
"4772","0900917002",1,"South End"
"4773","0900920002",1,"South End"
"4774","0900926002",1,"South End"
"4775","0900927002",1,"South End"
"4776","0900929002",1,"South End"
"4777","0900931002",1,"South End"
"4778","0900940002",1,"South End"
"4779","0900941002",1,"South End"
"4780","0900960002",1,"South End"
"4781","0900961006",1,"South End"
"4782","0900963002",1,"South End"
"4783","0900965018",1,"South End"
"4784","0900965030",1,"South End"
"4785","0900967002",1,"South End"
"4786","0900969002",1,"South End"
"4787","0900971002",1,"South End"
"4788","0900972002",1,"South End"
"4789","0900976002",1,"South End"
"4790","0900978002",1,"South End"
"4791","0900980002",1,"South End"
"4792","0900981010",1,"South End"
"4793","0900982012",1,"South End"
"4794","0900982024",1,"South End"
"4795","0901066002",1,"South End"
"4796","0901067002",1,"South End"
"4797","0901068004",1,"South End"
"4798","0901084012",1,"South End"
"4799","0901084022",1,"South End"
"4800","0901138002",1,"South End"
"4801","0901140004",1,"South End"
"4802","0901143002",1,"South End"
"4803","0901323102",1,"South End"
"4804","0901371002",1,"South End"
"4805","0901935002",1,"South End"
"4806","0902416018",1,"Roxbury"
"4807","0903425012",1,"Roxbury"
"4808","0903425016",1,"Roxbury"
"4809","0903425026",1,"Roxbury"
"4810","0903425028",1,"Roxbury"
"4811","0903500002",1,"Roxbury"
"4812","0903515002",1,"Roxbury"
"4813","0903515004",1,"Roxbury"
"4814","0903545002",1,"Roxbury"
"4815","0903573010",1,"Roxbury"
"4816","0903590002",1,"Roxbury"
"4817","0903590008",1,"Roxbury"
"4818","0903609002",1,"Roxbury"
"4819","0903629002",1,"Roxbury"
"4820","0903635002",1,"Roxbury"
"4821","0903636002",1,"Roxbury"
"4822","0903636004",1,"Roxbury"
"4823","0903639002",1,"Roxbury"
"4824","0903640002",1,"Roxbury"
"4825","0903644012",1,"Roxbury"
"4826","0903644014",1,"Roxbury"
"4827","0903644016",1,"Roxbury"
"4828","0903644018",1,"Roxbury"
"4829","0903644020",1,"Roxbury"
"4830","0903644022",1,"Roxbury"
"4831","0903644024",1,"Roxbury"
"4832","0903644026",1,"Roxbury"
"4833","0903677002",1,"Roxbury"
"4834","0903709002",1,"Roxbury"
"4835","1000028002",1,"Jamaica Plain"
"4836","1000032002",1,"Jamaica Plain"
"4837","1000126004",1,"Jamaica Plain"
"4838","1000306004",1,"Jamaica Plain"
"4839","1000306008",1,"Jamaica Plain"
"4840","1000307002",1,"Jamaica Plain"
"4841","1000308006",1,"Jamaica Plain"
"4842","1000308026",1,"Jamaica Plain"
"4843","1000308046",1,"Jamaica Plain"
"4844","1000308066",1,"Jamaica Plain"
"4845","1000308086",1,"Jamaica Plain"
"4846","1000470012",1,"Jamaica Plain"
"4847","1000480012",1,"Jamaica Plain"
"4848","1000480024",1,"Jamaica Plain"
"4849","1000480040",1,"Jamaica Plain"
"4850","1000480048",1,"Jamaica Plain"
"4851","1000541002",1,"Jamaica Plain"
"4852","1000569027",1,"Jamaica Plain"
"4853","1000589002",1,"Jamaica Plain"
"4854","1000597002",1,"Jamaica Plain"
"4855","1000620002",1,"Jamaica Plain"
"4856","1000636002",1,"Jamaica Plain"
"4857","1000646002",1,"Jamaica Plain"
"4858","1000660004",1,"Jamaica Plain"
"4859","1000680002",1,"Jamaica Plain"
"4860","1000680012",1,"Jamaica Plain"
"4861","1000680014",1,"Jamaica Plain"
"4862","1000722002",1,"Jamaica Plain"
"4863","1000724002",1,"Jamaica Plain"
"4864","1000732002",1,"Jamaica Plain"
"4865","1000767002",1,"Jamaica Plain"
"4866","1000810002",1,"Jamaica Plain"
"4867","1000816002",1,"Jamaica Plain"
"4868","1000919002",1,"Jamaica Plain"
"4869","1000957002",1,"Jamaica Plain"
"4870","1000960006",1,"Jamaica Plain"
"4871","1000962002",1,"Jamaica Plain"
"4872","1000967002",1,"Jamaica Plain"
"4873","1000988002",1,"Jamaica Plain"
"4874","1000988010",1,"Jamaica Plain"
"4875","1001105002",1,"Jamaica Plain"
"4876","1001165002",1,"Jamaica Plain"
"4877","1001167002",1,"Jamaica Plain"
"4878","1001170002",1,"Jamaica Plain"
"4879","1001174002",1,"Jamaica Plain"
"4880","1001181002",1,"Jamaica Plain"
"4881","1001182002",1,"Jamaica Plain"
"4882","1001187002",1,"Jamaica Plain"
"4883","1001187004",1,"Jamaica Plain"
"4884","1001219002",1,"Jamaica Plain"
"4885","1001225006",1,"Jamaica Plain"
"4886","1001238002",1,"Jamaica Plain"
"4887","1001278002",1,"Jamaica Plain"
"4888","1001300002",1,"Jamaica Plain"
"4889","1001323002",1,"Jamaica Plain"
"4890","1001331002",1,"Jamaica Plain"
"4891","1001334002",1,"Jamaica Plain"
"4892","1001351004",1,"Jamaica Plain"
"4893","1001367002",1,"Jamaica Plain"
"4894","1001367004",1,"Jamaica Plain"
"4895","1001367008",1,"Jamaica Plain"
"4896","1001367010",1,"Jamaica Plain"
"4897","1001367012",1,"Jamaica Plain"
"4898","1001367014",1,"Jamaica Plain"
"4899","1001373012",1,"Jamaica Plain"
"4900","1001373014",1,"Jamaica Plain"
"4901","1001445102",1,"Jamaica Plain"
"4902","1001445104",1,"Jamaica Plain"
"4903","1001445106",1,"Jamaica Plain"
"4904","1001445108",1,"Jamaica Plain"
"4905","1001445110",1,"Jamaica Plain"
"4906","1001445112",1,"Jamaica Plain"
"4907","1001445114",1,"Jamaica Plain"
"4908","1001445116",1,"Jamaica Plain"
"4909","1001445118",1,"Jamaica Plain"
"4910","1001445120",1,"Jamaica Plain"
"4911","1001445122",1,"Jamaica Plain"
"4912","1001445124",1,"Jamaica Plain"
"4913","1001445126",1,"Jamaica Plain"
"4914","1001445128",1,"Jamaica Plain"
"4915","1001445130",1,"Jamaica Plain"
"4916","1001445132",1,"Jamaica Plain"
"4917","1001445134",1,"Jamaica Plain"
"4918","1001445136",1,"Jamaica Plain"
"4919","1001455102",1,"Jamaica Plain"
"4920","1001455104",1,"Jamaica Plain"
"4921","1001455108",1,"Jamaica Plain"
"4922","1001455110",1,"Jamaica Plain"
"4923","1001455112",1,"Jamaica Plain"
"4924","1001455114",1,"Jamaica Plain"
"4925","1001455116",1,"Jamaica Plain"
"4926","1001455120",1,"Jamaica Plain"
"4927","1001455122",1,"Jamaica Plain"
"4928","1001455124",1,"Jamaica Plain"
"4929","1001455136",1,"Jamaica Plain"
"4930","1001460102",1,"Jamaica Plain"
"4931","1001460104",1,"Jamaica Plain"
"4932","1001460106",1,"Jamaica Plain"
"4933","1001460108",1,"Jamaica Plain"
"4934","1001460110",1,"Jamaica Plain"
"4935","1001460112",1,"Jamaica Plain"
"4936","1001460114",1,"Jamaica Plain"
"4937","1001460116",1,"Jamaica Plain"
"4938","1001460120",1,"Jamaica Plain"
"4939","1001460122",1,"Jamaica Plain"
"4940","1001460124",1,"Jamaica Plain"
"4941","1001470102",1,"Jamaica Plain"
"4942","1001470104",1,"Jamaica Plain"
"4943","1001470106",1,"Jamaica Plain"
"4944","1001470108",1,"Jamaica Plain"
"4945","1001470110",1,"Jamaica Plain"
"4946","1001470112",1,"Jamaica Plain"
"4947","1001470114",1,"Jamaica Plain"
"4948","1001470116",1,"Jamaica Plain"
"4949","1001470118",1,"Jamaica Plain"
"4950","1001470120",1,"Jamaica Plain"
"4951","1001470122",1,"Jamaica Plain"
"4952","1001470124",1,"Jamaica Plain"
"4953","1001475102",1,"Jamaica Plain"
"4954","1001475104",1,"Jamaica Plain"
"4955","1001475106",1,"Jamaica Plain"
"4956","1001475108",1,"Jamaica Plain"
"4957","1001475110",1,"Jamaica Plain"
"4958","1001475114",1,"Jamaica Plain"
"4959","1001475116",1,"Jamaica Plain"
"4960","1001475118",1,"Jamaica Plain"
"4961","1001475120",1,"Jamaica Plain"
"4962","1001475124",1,"Jamaica Plain"
"4963","1001475130",1,"Jamaica Plain"
"4964","1001530002",1,"Jamaica Plain"
"4965","1001530004",1,"Jamaica Plain"
"4966","1001535002",1,"Jamaica Plain"
"4967","1001535008",1,"Jamaica Plain"
"4968","1001538002",1,"Jamaica Plain"
"4969","1001538004",1,"Jamaica Plain"
"4970","1001538006",1,"Jamaica Plain"
"4971","1001538010",1,"Jamaica Plain"
"4972","1001538014",1,"Jamaica Plain"
"4973","1001547002",1,"Jamaica Plain"
"4974","1001560102",1,"Jamaica Plain"
"4975","1001560104",1,"Jamaica Plain"
"4976","1001560106",1,"Jamaica Plain"
"4977","1001560108",1,"Jamaica Plain"
"4978","1001560110",1,"Jamaica Plain"
"4979","1001560112",1,"Jamaica Plain"
"4980","1001560114",1,"Jamaica Plain"
"4981","1001560116",1,"Jamaica Plain"
"4982","1001560118",1,"Jamaica Plain"
"4983","1001560120",1,"Jamaica Plain"
"4984","1001560122",1,"Jamaica Plain"
"4985","1001560124",1,"Jamaica Plain"
"4986","1001566102",1,"Jamaica Plain"
"4987","1001566104",1,"Jamaica Plain"
"4988","1001566106",1,"Jamaica Plain"
"4989","1001566108",1,"Jamaica Plain"
"4990","1001566110",1,"Jamaica Plain"
"4991","1001566112",1,"Jamaica Plain"
"4992","1001566120",1,"Jamaica Plain"
"4993","1001566122",1,"Jamaica Plain"
"4994","1001566124",1,"Jamaica Plain"
"4995","1001566126",1,"Jamaica Plain"
"4996","1001566128",1,"Jamaica Plain"
"4997","1001566502",1,"Jamaica Plain"
"4998","1001566508",1,"Jamaica Plain"
"4999","1001566510",1,"Jamaica Plain"
"5000","1001566512",1,"Jamaica Plain"
"5001","1001566516",1,"Jamaica Plain"
"5002","1001566518",1,"Jamaica Plain"
"5003","1001566520",1,"Jamaica Plain"
"5004","1001566522",1,"Jamaica Plain"
"5005","1001566524",1,"Jamaica Plain"
"5006","1001566526",1,"Jamaica Plain"
"5007","1001566536",1,"Jamaica Plain"
"5008","1001566538",1,"Jamaica Plain"
"5009","1001566540",1,"Jamaica Plain"
"5010","1001607002",1,"Jamaica Plain"
"5011","1001609002",1,"Jamaica Plain"
"5012","1001609026",1,"Jamaica Plain"
"5013","1001609050",1,"Jamaica Plain"
"5014","1001610002",1,"Jamaica Plain"
"5015","1001611002",1,"Jamaica Plain"
"5016","1001612002",1,"Jamaica Plain"
"5017","1001635002",1,"Jamaica Plain"
"5018","1001639002",1,"Jamaica Plain"
"5019","1001643006",1,"Jamaica Plain"
"5020","1001643034",1,"Jamaica Plain"
"5021","1001645016",1,"Jamaica Plain"
"5022","1001655002",1,"Jamaica Plain"
"5023","1001656002",1,"Jamaica Plain"
"5024","1001656004",1,"Jamaica Plain"
"5025","1001660002",1,"Jamaica Plain"
"5026","1001666002",1,"Jamaica Plain"
"5027","1001667002",1,"Jamaica Plain"
"5028","1001671002",1,"Jamaica Plain"
"5029","1001714002",1,"Jamaica Plain"
"5030","1001733002",1,"Jamaica Plain"
"5031","1001736002",1,"Jamaica Plain"
"5032","1001737002",1,"Jamaica Plain"
"5033","1001740002",1,"Jamaica Plain"
"5034","1001743002",1,"Jamaica Plain"
"5035","1001768012",1,"Jamaica Plain"
"5036","1001770012",1,"Jamaica Plain"
"5037","1001783008",1,"Jamaica Plain"
"5038","1001783034",1,"Jamaica Plain"
"5039","1001878012",1,"Jamaica Plain"
"5040","1001880004",1,"Jamaica Plain"
"5041","1001886002",1,"Jamaica Plain"
"5042","1001919002",1,"Jamaica Plain"
"5043","1001920002",1,"Jamaica Plain"
"5044","1001970012",1,"Jamaica Plain"
"5045","1001983002",1,"Jamaica Plain"
"5046","1001983004",1,"Jamaica Plain"
"5047","1001990002",1,"Jamaica Plain"
"5048","1001993002",1,"Jamaica Plain"
"5049","1001995012",1,"Jamaica Plain"
"5050","1002002002",1,"Jamaica Plain"
"5051","1002028002",1,"Jamaica Plain"
"5052","1002028004",1,"Jamaica Plain"
"5053","1002029010",1,"Jamaica Plain"
"5054","1002035002",1,"Jamaica Plain"
"5055","1002036008",1,"Jamaica Plain"
"5056","1002037002",1,"Jamaica Plain"
"5057","1002072002",1,"Jamaica Plain"
"5058","1002072004",1,"Jamaica Plain"
"5059","1002074002",1,"Jamaica Plain"
"5060","1002076002",1,"Jamaica Plain"
"5061","1002087002",1,"Jamaica Plain"
"5062","1002092002",1,"Jamaica Plain"
"5063","1002098002",1,"Jamaica Plain"
"5064","1002120002",1,"Jamaica Plain"
"5065","1002122002",1,"Jamaica Plain"
"5066","1002128002",1,"Jamaica Plain"
"5067","1002132002",1,"Jamaica Plain"
"5068","1002135004",1,"Jamaica Plain"
"5069","1002139002",1,"Jamaica Plain"
"5070","1002140002",1,"Jamaica Plain"
"5071","1002146002",1,"Jamaica Plain"
"5072","1002157002",1,"Jamaica Plain"
"5073","1002158002",1,"Jamaica Plain"
"5074","1002159002",1,"Jamaica Plain"
"5075","1002161002",1,"Jamaica Plain"
"5076","1002167002",1,"Jamaica Plain"
"5077","1002168002",1,"Jamaica Plain"
"5078","1002169002",1,"Jamaica Plain"
"5079","1002171002",1,"Jamaica Plain"
"5080","1002171006",1,"Jamaica Plain"
"5081","1002172002",1,"Jamaica Plain"
"5082","1002173002",1,"Jamaica Plain"
"5083","1002175002",1,"Jamaica Plain"
"5084","1002177002",1,"Jamaica Plain"
"5085","1002194002",1,"Jamaica Plain"
"5086","1002194004",1,"Jamaica Plain"
"5087","1002241002",1,"Jamaica Plain"
"5088","1002251002",1,"Jamaica Plain"
"5089","1002252002",1,"Jamaica Plain"
"5090","1002270004",1,"Jamaica Plain"
"5091","1002270006",1,"Jamaica Plain"
"5092","1002309002",1,"Jamaica Plain"
"5093","1002522004",1,"Jamaica Plain"
"5094","1002538002",1,"Jamaica Plain"
"5095","1002563002",1,"Jamaica Plain"
"5096","1002564002",1,"Jamaica Plain"
"5097","1002567002",1,"Jamaica Plain"
"5098","1002594002",1,"Jamaica Plain"
"5099","1002594006",1,"Jamaica Plain"
"5100","1002636002",1,"Jamaica Plain"
"5101","1002664002",1,"Jamaica Plain"
"5102","1002665002",1,"Jamaica Plain"
"5103","1002675002",1,"Jamaica Plain"
"5104","1002681002",1,"Jamaica Plain"
"5105","1002692002",1,"Jamaica Plain"
"5106","1002694002",1,"Jamaica Plain"
"5107","1002700002",1,"Jamaica Plain"
"5108","1002700004",1,"Jamaica Plain"
"5109","1002703002",1,"Jamaica Plain"
"5110","1002704002",1,"Jamaica Plain"
"5111","1002717002",1,"Jamaica Plain"
"5112","1002726002",1,"Jamaica Plain"
"5113","1002732002",1,"Jamaica Plain"
"5114","1100035002",1,"Roxbury"
"5115","1100059002",1,"Roxbury"
"5116","1100067002",1,"Roxbury"
"5117","1100089002",1,"Roxbury"
"5118","1100089008",1,"Roxbury"
"5119","1100089014",1,"Roxbury"
"5120","1100089020",1,"Roxbury"
"5121","1100092014",1,"Roxbury"
"5122","1100092016",1,"Roxbury"
"5123","1100097002",1,"Roxbury"
"5124","1100099002",1,"Roxbury"
"5125","1100100002",1,"Roxbury"
"5126","1100105002",1,"Roxbury"
"5127","1100106002",1,"Roxbury"
"5128","1100108002",1,"Roxbury"
"5129","1100167002",1,"Roxbury"
"5130","1100167004",1,"Roxbury"
"5131","1100167006",1,"Roxbury"
"5132","1100167008",1,"Roslindale"
"5133","1100167010",1,"Roxbury"
"5134","1100173002",1,"Roxbury"
"5135","1100179002",1,"Roxbury"
"5136","1100187002",1,"Roxbury"
"5137","1100187006",1,"Roxbury"
"5138","1100187010",1,"Roxbury"
"5139","1100187014",1,"Roxbury"
"5140","1100187018",1,"Roxbury"
"5141","1100187022",1,"Roxbury"
"5142","1100187026",1,"Roxbury"
"5143","1100191002",1,"Roxbury"
"5144","1100200002",1,"Roxbury"
"5145","1100200008",1,"Roxbury"
"5146","1100202012",1,"Roxbury"
"5147","1100208002",1,"Roxbury"
"5148","1100256002",1,"Roxbury"
"5149","1100309012",1,"Roxbury"
"5150","1100394002",1,"Roxbury"
"5151","1100476002",1,"Roxbury"
"5152","1100500022",1,"Roxbury"
"5153","1100500024",1,"Roxbury"
"5154","1100500032",1,"Roxbury"
"5155","1100500034",1,"Roxbury"
"5156","1100509002",1,"Roxbury"
"5157","1100517002",1,"Roxbury"
"5158","1100519002",1,"Roxbury"
"5159","1100543002",1,"Roxbury"
"5160","1100545002",1,"Roxbury"
"5161","1100560002",1,"Roxbury"
"5162","1100587012",1,"Roxbury"
"5163","1100587040",1,"Roxbury"
"5164","1100604002",1,"Roxbury"
"5165","1100619002",1,"Roxbury"
"5166","1100637002",1,"Roxbury"
"5167","1100641002",1,"Roxbury"
"5168","1100642002",1,"Roxbury"
"5169","1100643002",1,"Roxbury"
"5170","1100671002",1,"Roxbury"
"5171","1100715002",1,"Roxbury"
"5172","1100719002",1,"Roxbury"
"5173","1100810012",1,"Roxbury"
"5174","1100810016",1,"Roxbury"
"5175","1100810022",1,"Roxbury"
"5176","1100810026",1,"Roxbury"
"5177","1100850002",1,"Roxbury"
"5178","1100866012",1,"Roxbury"
"5179","1100866022",1,"Roxbury"
"5180","1100914002",1,"Roxbury"
"5181","1100968002",1,"Roxbury"
"5182","1101032002",1,"Roxbury"
"5183","1101041002",1,"Roxbury"
"5184","1101046002",1,"Roxbury"
"5185","1101046004",1,"Roxbury"
"5186","1101133002",1,"Roxbury"
"5187","1101211002",1,"Roxbury"
"5188","1101211006",1,"Roxbury"
"5189","1101215002",1,"Roxbury"
"5190","1101318002",1,"Roxbury"
"5191","1101318004",1,"Roxbury"
"5192","1101354002",1,"Roxbury"
"5193","1101363002",1,"Roxbury"
"5194","1101365002",1,"Roxbury"
"5195","1101366002",1,"Roxbury"
"5196","1101368002",1,"Roxbury"
"5197","1101379014",1,"Roxbury"
"5198","1101383004",1,"Roxbury"
"5199","1101386002",1,"Roxbury"
"5200","1101387002",1,"Roxbury"
"5201","1101392002",1,"Roxbury"
"5202","1101393002",1,"Roxbury"
"5203","1101393004",1,"Roxbury"
"5204","1101393008",1,"Roxbury"
"5205","1101395002",1,"Roxbury"
"5206","1101401002",1,"Roxbury"
"5207","1101402002",1,"Roxbury"
"5208","1101410002",1,"Roxbury"
"5209","1101411002",1,"Roxbury"
"5210","1101420002",1,"Roxbury"
"5211","1101422012",1,"Roxbury"
"5212","1101441012",1,"Roxbury"
"5213","1101452002",1,"Roxbury"
"5214","1101520002",1,"Roxbury"
"5215","1101525002",1,"Roxbury"
"5216","1101562002",1,"Roxbury"
"5217","1101643002",1,"Roxbury"
"5218","1101655002",1,"Roxbury"
"5219","1101669002",1,"Roxbury"
"5220","1101691004",1,"Roxbury"
"5221","1101691010",1,"Roxbury"
"5222","1101950002",1,"Roxbury"
"5223","1101950004",1,"Roxbury"
"5224","1101951002",1,"Roxbury"
"5225","1101959002",1,"Roxbury"
"5226","1101960002",1,"Roxbury"
"5227","1101993002",1,"Roxbury"
"5228","1101994002",1,"Roxbury"
"5229","1101996002",1,"Roxbury"
"5230","1102003002",1,"Roxbury"
"5231","1102026002",1,"Roxbury"
"5232","1102027012",1,"Roxbury"
"5233","1102027022",1,"Roxbury"
"5234","1102060004",1,"Roxbury"
"5235","1102063002",1,"Roxbury"
"5236","1102084012",1,"Roxbury"
"5237","1102112002",1,"Roxbury"
"5238","1102113002",1,"Roxbury"
"5239","1102113008",1,"Roxbury"
"5240","1102113014",1,"Roxbury"
"5241","1102113020",1,"Roxbury"
"5242","1102134002",1,"Roxbury"
"5243","1102159002",1,"Roxbury"
"5244","1102165004",1,"Roxbury"
"5245","1102177052",1,"Roxbury"
"5246","1102180018",1,"Roxbury"
"5247","1102198002",1,"Roxbury"
"5248","1102207002",1,"Roxbury"
"5249","1102219012",1,"Roxbury"
"5250","1102233012",1,"Roxbury"
"5251","1102244002",1,"Roxbury"
"5252","1102263010",1,"Roxbury"
"5253","1102269002",1,"Roxbury"
"5254","1102278002",1,"Roxbury"
"5255","1102296002",1,"Roxbury"
"5256","1102300012",1,"Roxbury"
"5257","1102300014",1,"Roxbury"
"5258","1102300016",1,"Roxbury"
"5259","1102300018",1,"Roxbury"
"5260","1102300020",1,"Roxbury"
"5261","1102300022",1,"Roxbury"
"5262","1102300024",1,"Roxbury"
"5263","1102300026",1,"Roxbury"
"5264","1102312002",1,"Roxbury"
"5265","1102313001",1,"Roxbury"
"5266","1102313012",1,"Roxbury"
"5267","1102334002",1,"Roxbury"
"5268","1102345002",1,"Roxbury"
"5269","1102354002",1,"Roxbury"
"5270","1102365002",1,"Roxbury"
"5271","1102367002",1,"Roxbury"
"5272","1102392002",1,"Roxbury"
"5273","1102392004",1,"Roxbury"
"5274","1102393002",1,"Roxbury"
"5275","1102396002",1,"Roxbury"
"5276","1102397004",1,"Roxbury"
"5277","1102399002",1,"Roxbury"
"5278","1102404002",1,"Roxbury"
"5279","1102405002",1,"Roxbury"
"5280","1102406002",1,"Roxbury"
"5281","1102408002",1,"Roxbury"
"5282","1102411002",1,"Roxbury"
"5283","1102424002",1,"Roxbury"
"5284","1102426002",1,"Roxbury"
"5285","1102427002",1,"Roxbury"
"5286","1102432002",1,"Roxbury"
"5287","1102453002",1,"Roxbury"
"5288","1102460002",1,"Roxbury"
"5289","1102468002",1,"Roxbury"
"5290","1102481002",1,"Roxbury"
"5291","1102482002",1,"Roxbury"
"5292","1102485002",1,"Roxbury"
"5293","1102485004",1,"Roxbury"
"5294","1102485006",1,"Roxbury"
"5295","1102490002",1,"Roxbury"
"5296","1102493002",1,"Roxbury"
"5297","1102494002",1,"Roxbury"
"5298","1102495002",1,"Roxbury"
"5299","1102496002",1,"Roxbury"
"5300","1102513002",1,"Roxbury"
"5301","1102515002",1,"Roxbury"
"5302","1102516002",1,"Roxbury"
"5303","1102517002",1,"Roxbury"
"5304","1102522006",1,"Roxbury"
"5305","1102525002",1,"Roxbury"
"5306","1102526002",1,"Roxbury"
"5307","1102536012",1,"Jamaica Plain"
"5308","1102537022",1,"Jamaica Plain"
"5309","1102552012",1,"Jamaica Plain"
"5310","1102572002",1,"Jamaica Plain"
"5311","1102572004",1,"Jamaica Plain"
"5312","1102624002",1,"Jamaica Plain"
"5313","1102630004",1,"Jamaica Plain"
"5314","1102634002",1,"Jamaica Plain"
"5315","1102640001",1,"Roslindale"
"5316","1102640007",1,"Roslindale"
"5317","1102640013",1,"Roslindale"
"5318","1102640019",1,"Roslindale"
"5319","1102640025",1,"Roslindale"
"5320","1102640031",1,"Roslindale"
"5321","1102640037",1,"Roslindale"
"5322","1102640043",1,"Roslindale"
"5323","1102640049",1,"Roslindale"
"5324","1102640055",1,"Roslindale"
"5325","1102640061",1,"Roslindale"
"5326","1102640097",1,"Roslindale"
"5327","1102640103",1,"Roslindale"
"5328","1102640110",1,"Roslindale"
"5329","1102640116",1,"Roslindale"
"5330","1102676002",1,"Jamaica Plain"
"5331","1102682002",1,"Jamaica Plain"
"5332","1102696002",1,"Jamaica Plain"
"5333","1102706002",1,"Jamaica Plain"
"5334","1102707002",1,"Jamaica Plain"
"5335","1102708002",1,"Jamaica Plain"
"5336","1102711002",1,"Jamaica Plain"
"5337","1102715002",1,"Jamaica Plain"
